StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Ethics,Source1,Source2,Source3,Source4,Source5,Count of Responses,Common_decision,mandates,use_tools,approved_tools,tools_description,autonomy,collaborative_within,collaborative_outside,longterm,shortterm,outside_org,within_org,often_env,often_evidence,often_teammates,often_leaders,often_elected,often_stakeholders,often_funding,impact_env,impact_evidence,impact_teammates,impact_leaders,impact_elected,impact_stakeholders,impact_funding,reduce_uncertainty,organization,org_other,duration,formal_training,training_desc,location,location_other,notes,Unique ID
44943.76,44943.77,IP Address,100,1075,TRUE,44943.77,R_2YnZ7s5ElhZiBYm,anonymous,EN,Yes,Policies of adjacent land jurisdictions (provincial government),Changing human dimensions (e.g. bringing new leaders up to speed and constantly adjusting for different personalities/working styles) within my own organization.,Federal-provincial politics and subsequent intergovernmental relationships,Social acceptance/mood of the broader public AND Gaps in technical knowledge,,4,Everything from strategizing how best to inspire policy change in the adjacent land agency (the provincial government) to how to best restrict the movements of reintroduced wild bison.,"National Parks Act and Regulations (Canada), Banff National Park Management Plan, Alberta Wildlife Act and Regulations.",No,,,3,About half the time,Sometimes,Most of the time,Sometimes,Most of the time,About half the time,About half the time,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,About half the time,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,More autonomy in my position; longer terms for political parties at he provincial and federal levels,Canadian federal government agency,,over 10 years,No,,Alberta,,,61610
44930.24,44930.24,IP Address,14,59,FALSE,44944.24,R_3qlmgdJQ3ruAdjw,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23429
44944.26,44944.27,IP Address,100,521,TRUE,44944.27,R_OrM9H1WGJOYlpx7,anonymous,EN,Yes,Data,Engineering,Contractor capability,Public perception,Weather,5,"What type of mitigation methods are needed for a given development activity, permitting requirements.","Fisheries Act, Species at Risk Act",Yes,Yes,internal risk assessment documents,2,Most of the time,Sometimes,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Strongly agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,"training, ability to go out on the landscape and collect data",Canadian federal government agency,,3 - 5 years,No,,"Alberta,Manitoba,Ontario,Saskatchewan",,,70825
44930.32,44930.32,IP Address,5,152,FALSE,44944.32,R_tKbvJUKmhrlApW1,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44929.74,44930.33,IP Address,45,51229,FALSE,44944.33,R_1opuQ6qXkBg4Y1w,anonymous,EN,Yes,,,,,,0,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65187
44944.33,44944.34,IP Address,100,889,TRUE,44944.34,R_3qEGRsNv6H5Ojev,anonymous,EN,Yes,Uncertain invasive species introduction pathways,Uncertain invasive species climate tolerances,Uncertain political priorities in supporting invasive species work,,,3,Response to aquatic invasive species,Federal and Provincial Legislation as well as Provincial policies,Yes,No,Experience and resource capacity,3,Most of the time,Most of the time,Always,Most of the time,About half the time,Sometimes,Always,Always,About half the time,Sometimes,Sometimes,Sometimes,About half the time,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,More research support,Canadian provincial or territorial government agency,,over 10 years,No,,Alberta,,Precautionary principle is often used to account for uncertainty to be conservative in decisions.,20691
44930.35,44930.37,IP Address,14,1402,FALSE,44944.37,R_23Vrj5rqIBwN0U9,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33545
44944.38,44944.39,IP Address,100,660,TRUE,44944.39,R_2CiYn054MwypJ5m,anonymous,EN,Yes,Understanding of how construction will be undertaken,Projects that have already occurred in the area (cumulative impacts),Information available about the natural world (pre-existing conditions),Design information provided by engineers or proponents,Lack of expertise in survey techniques and/or understanding of science that has been completed,5,If a project is compliant with legislation and what mitigations to require on the project to protect the environment to the greatest extent possible.,Fisheries Act and the protection of fish and fish habitat,Yes,Yes,"FWMIT, ACIMS, SARA mapping...",2,Always,Most of the time,Most of the time,Sometimes,About half the time,Never,Sometimes,About half the time,Never,Sometimes,Sometimes,Sometimes,Never,Agree,Strongly agree,Disagree,Disagree,Neither agree nor disagree,Agree,Disagree,"Continued research, a better database of all construction projects and their range of influence",Canadian federal government agency,,Less than 1 year,Yes,Degree from the University of Alberta,"Alberta,Manitoba,Ontario,Saskatchewan",,,67345
44930.39,44930.39,IP Address,14,34,FALSE,44944.4,R_2S67c2uvsGJt12j,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58465
44930.46,44930.46,IP Address,18,263,FALSE,44944.47,R_2aLiFi26IaxFF0b,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87449
44930.52,44930.53,IP Address,14,44,FALSE,44944.53,R_3M3DGVOA0prufhk,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90059
44929.52,44930.77,IP Address,14,107720,FALSE,44944.77,R_XKU0IHCIIy0s4U1,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10733
44931.35,44931.35,IP Address,14,26,FALSE,44945.35,R_3JrWGurGaQLCDt7,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57117
44931.36,44931.37,IP Address,14,31,FALSE,44945.37,R_1dgobPk7pECZDAn,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62515
44931.39,44931.39,IP Address,14,424,FALSE,44945.39,R_1IKuLMnvbaAJhlL,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57018
44931.44,44931.44,IP Address,14,45,FALSE,44945.44,R_WC0q1bTDgo1Ewff,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85932
44931.47,44931.47,IP Address,14,17,FALSE,44945.47,R_SAGe44KXaASOUX7,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13577
44931.47,44931.47,IP Address,18,125,FALSE,44945.47,R_3jBzXegnoPgMP0l,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63176
44931.47,44931.48,IP Address,14,524,FALSE,44945.48,R_7P9PvuKsHOY1FaV,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47685
44931.5,44931.5,IP Address,14,16,FALSE,44945.5,R_2dXTN8KWLete40q,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68708
44931.5,44931.5,IP Address,14,32,FALSE,44945.5,R_1Dr76SRtocIqzpx,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14293
44945.54,44945.56,IP Address,100,1477,TRUE,44945.56,R_2WvcalpZINxfI7M,anonymous,EN,Yes,natural variation in the field results we collect.,short data collection timelines (collecting info may not occur over a long enough timeframe) Often just a constraint imposed by project owners.,"regulatory processes / assessment outcomes (sometimes related to timeline, somethimes related to what may be agreed to or approved)",,,3,"mostly mitigation planning for small projects, and relating these to approval processes to move projects though the process with less uncertainty","Fisheries Act, Sask EMPA and Water Acts (legeslation). Goals; trying to achive some certainty on timeline/approval process for project owners",Yes,No,simple flowchart criteria we know will generally capture our known issues (and some times outline expected timelines) for a project type. Nothing formal - just our experience captured in a boxes and arrows diagram...,4,Most of the time,About half the time,About half the time,Sometimes,About half the time,Sometimes,Sometimes,About half the time,Sometimes,Never,About half the time,About half the time,Sometimes,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,"Having clear environmental objectives or requirements open and available (or maybe regulatory goals) for many activities, works or impacts etc. that are common - maybe not national, but at least provincial, so we can all map to achieving the same sort of outcome. This would standardize things a bit more, and may reduce variability in opinion/methods etc. we use on projects. Well defined environmental standards and review processes would bring a bit more consistency and may allow for more predictable timelines.",Industry/private company,,5 - 10 years,No,,Saskatchewan,,,26073
44945.57,44945.58,IP Address,100,811,TRUE,44945.58,R_1M57kNa3VqxZVWQ,anonymous,EN,Yes,Regulatory requirements - regulatory agencies are vague in expectations opting to provide vague answers to question to ensure they are not perceived to be directing you and retain the ability to lay charges if an infraction occurs.,"Often there is a lack of information of the ecosystem, resources don't exist to gather the information to make an informed decision or there's a lack of access to the scientific literature without paying large fees.",Political will. As government's change so does political will to protect the environment. Always a challenge to navigate federal and provincial politics (I'm a government ecologist),,,3,"Where and what to do, who do do it for (target species), and scale of the project.","I'm responsible for all regulatory compliance within my agency (Migratory Bird Act, Fisheries Act. etc.)",No,,,4,Most of the time,Most of the time,About half the time,Sometimes,About half the time,Sometimes,Sometimes,About half the time,Sometimes,About half the time,Most of the time,Most of the time,Sometimes,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Agree,Clarity from political leaders.,Canadian provincial or territorial government agency,,over 10 years,Yes,I have PhD. in Limnology and have been an Adjunct Professor of 12 yrs.,Saskatchewan,,,90402
44931.59,44931.59,IP Address,14,48,FALSE,44945.59,R_24dEWJxJuZ0CAAP,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87296
44931.6,44931.6,IP Address,18,157,FALSE,44945.6,R_117sl1iaIzJZGbj,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84214
44931.52,44931.61,IP Address,14,7430,FALSE,44945.61,R_2X6d7OE1nnyasYV,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36284
44931.61,44931.61,IP Address,14,66,FALSE,44945.61,R_1Le4ii97L8jh6Ij,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90301
44931.62,44931.62,IP Address,5,6,FALSE,44945.62,R_ZsoteyowAyPinIt,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44931.62,44931.62,IP Address,5,4,FALSE,44945.62,R_RbgjpTb2kjqbbuF,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44931.59,44931.62,IP Address,14,2572,FALSE,44945.62,R_3dETFLWwkA6PyJL,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36611
44931.64,44931.64,IP Address,41,84,FALSE,44945.64,R_AjlW2MY8H8YeEo1,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22295
44931.64,44931.64,Spam,5,30,FALSE,44945.64,R_SB6dcJZIST2LAnn,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44931.67,44931.68,IP Address,18,241,FALSE,44945.68,R_2THU30oGpIOIKCT,anonymous,EN,Yes,Nature,Political will,Public/community perception,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20462
44931.69,44931.69,IP Address,5,47,FALSE,44945.69,R_3njCUVX96t7QVnC,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44931.69,44931.69,IP Address,14,33,FALSE,44945.69,R_32IMTWmf1LkfG7J,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79751
44931.81,44931.81,IP Address,5,38,FALSE,44945.81,R_2THr8iyMo9yHj5C,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44945.81,44945.81,IP Address,100,571,TRUE,44945.81,R_77AiaWi1gYx3FAJ,anonymous,EN,Yes,Long term funding,Political support,Support from the public,Using best available science,,4,Decisions relating to best management practices for a space.,"Providing habitat for species at rush, connecting the public with nature",No,,,3,Most of the time,Sometimes,Sometimes,About half the time,Sometimes,About half the time,Sometimes,Most of the time,About half the time,About half the time,Most of the time,About half the time,About half the time,Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,More political and public support. Long term securement of funding. Better availability of best scientific knowledge.,Conservation authority,,3 - 5 years,No,,Ontario,,,15613
44931.83,44931.83,IP Address,9,23,FALSE,44945.83,R_1ovFhzDhvXIU4it,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44931.92,44931.92,IP Address,14,28,FALSE,44945.92,R_WcXZiUorpXJRTWh,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42921
44931.97,44931.97,IP Address,14,143,FALSE,44945.97,R_8pko8EhBvk4gDyF,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74941
44931.98,44931.98,IP Address,14,32,FALSE,44945.98,R_uxICyG4oXtXCUkF,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22730
44932.19,44932.19,IP Address,5,40,FALSE,44946.19,R_2YFLeoKkChsavYW,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44932.28,44932.28,IP Address,14,25,FALSE,44946.28,R_1DBXhJqy0WuAvXi,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97727
44932.32,44932.32,IP Address,14,50,FALSE,44946.32,R_24ozFvrJ19aCnWi,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73175
44931.67,44932.34,IP Address,9,57910,FALSE,44946.34,R_3egbN7mQ7kXLDxl,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44932.38,44932.38,IP Address,45,226,FALSE,44946.38,R_22CVnL4We644IM7,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34768
44931.69,44932.42,IP Address,27,62572,FALSE,44946.42,R_rlPGi3V78F7Uayd,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33156
44946.43,44946.43,IP Address,100,429,TRUE,44946.43,R_1pm4RdNVTFq12w2,anonymous,EN,Yes,Weather,Funding sources,Appropriate resources lacking,Climate change,Stakeholder buy-in,5,Location of projects or type of habitat to restore to,Species at risk policy; invasive species management; conserving and restoration of natural habitats,No,,,4,Always,Most of the time,Always,About half the time,Most of the time,Sometimes,About half the time,About half the time,About half the time,Most of the time,Always,Most of the time,Most of the time,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,"Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,Less than 1 year,No,,Manitoba,,,90703
44932.46,44932.46,IP Address,14,33,FALSE,44946.46,R_2dGvQ0ZkZHTm5hH,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93792
44932.57,44932.57,IP Address,14,148,FALSE,44946.57,R_1GV9AuPhJSF78Ta,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51846
44932.58,44932.58,IP Address,14,31,FALSE,44946.58,R_1H2eADqZfKqTAx7,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41293
44946.69,44946.72,IP Address,100,3307,TRUE,44946.72,R_DcNOGPwRSvbUclH,anonymous,EN,Yes,Client pressures,Methodology,Accountability,Ethics,Responsibility,5,Decisions regarding budget weighted against monitoring frequency,"First Nation Stewardship, federal and provincial laws and regulation, Fisheries Act, Wildlife Act",No,,,4,Most of the time,About half the time,About half the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,About half the time,Sometimes,About half the time,Disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,"Clearer mandates, big picture thinking",Indigenous government,,5 - 10 years,Yes,"MSc, professional biologist",British Columbia,,,88512
44947.68,44947.69,IP Address,100,424,TRUE,44947.69,R_11ZLsfwgZ6maCqC,anonymous,EN,Yes,Secure funding,"Cooperation between ""competing"" conservation organizations and individuals",animosity in the workplace,redundancy,disagreement which is not discussed but instead cut off or ignored,5,Types of mitigation and time frame and area of impact.,"EMA, CEPA, RAPR, Fisheries Act, SARA...",No,,,4,Most of the time,About half the time,Sometimes,Sometimes,Sometimes,Sometimes,About half the time,About half the time,Most of the time,Most of the time,Most of the time,About half the time,Most of the time,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Professionals were helt to high standards, communicate better and challenged eachother",Industry/private company,,3 - 5 years,No,,"Alberta,British Columbia,Ontario,Other","EU, Central America",,19400
44934.45,44934.46,IP Address,41,417,FALSE,44948.46,R_3HRfDntkk8dFoyQ,anonymous,EN,Yes,Sampling bias,Lack of enough information about species behaviour,Climatic and environmental variability from year to year,,,3,Roadkill effects on migrating species,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25653
44935.3,44935.3,IP Address,5,120,FALSE,44949.3,R_ZjKFawYqG0uLGwN,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44935.31,44935.31,IP Address,14,89,FALSE,44949.31,R_3j6hheM9n8EqZyn,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15958
44935.31,44935.31,Spam,14,74,FALSE,44949.31,R_1Q5fb41KVCEClZj,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69918
44935.39,44935.39,IP Address,14,70,FALSE,44949.39,R_3CHI80L82xmxe3X,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57483
44935.43,44935.43,IP Address,5,22,FALSE,44949.43,R_1R2WqhHIZae8cvL,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44949.44,44949.45,IP Address,100,1129,TRUE,44949.45,R_3iKcq2nhZW6KBZY,anonymous,EN,Yes,"The lack of communications and collaboration between different levels of government ( Regional, Provincial, Federal).",Climate change,First nation agreements,Poor data quality from certified but unexperienced field staff,Funding.,5,"1) Where are fish bearing watercourses and what is the species distribution and how should they be managed and protected in an urban area.
 2) How can we restore and protect fish habitat while developing our residential and agricultural lands.",The federal fisheries act and related provincial guidelines guide decisions I make.,No,,,3,Most of the time,Always,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Create more accountability on the part of governments to uphold legislation.,Industry/private company,,over 10 years,No,,British Columbia,,,14737
44935.49,44935.49,IP Address,14,135,FALSE,44949.49,R_3Euk2nygqLKofQ6,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61560
44949.5,44949.5,IP Address,100,721,TRUE,44949.5,R_1QJYcPfjcuUeiim,anonymous,EN,Yes,Funding availability - short term,Funding availability - long term (5+ yrs),Political climate/will,"Availability of resources (people, equipment, time)","Lack of relevant studies to base our decisions on, unclear goals",5,The type of ecological integrity measure to implement and whether it is relevant to our study area or representative of the real world. tThe type of restoration method or schedule to implement restoration. Triggers/thresholds for when restoration is needed.,"Following Parks Canada mandate and previous guides, programs or measures implemented at other national parks or conservation areas",No,,,4,Most of the time,Most of the time,Always,Most of the time,Always,Most of the time,About half the time,Most of the time,Sometimes,About half the time,Most of the time,Most of the time,Always,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,"Stable, legislated funding where we know we can hire the right people with the right knowledge and consult other stakeholders in a timely manner to develop sustainable and realistic programs.",Canadian federal government agency,,Less than 1 year,Yes,"Masters degree, undergraduate degree",Ontario,,,39744
44935.52,44935.53,IP Address,14,210,FALSE,44949.53,R_1PYTs6vKaeMxfgW,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18154
44935.58,44935.58,IP Address,5,19,FALSE,44949.58,R_2xSg138WA0Sr1tx,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44935.57,44935.61,IP Address,14,3166,FALSE,44949.61,R_2Pc06TeO22jTmUj,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24174
44935.57,44935.62,IP Address,14,4234,FALSE,44949.62,R_3h53Njl5SauHkpS,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26503
44935.37,44935.68,IP Address,18,26842,FALSE,44949.68,R_2PvDztt7XMMRTY1,anonymous,EN,Yes,Political decisions regarding conservation being made based upon social/political vs scientific reasoning.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17861
44936.38,44936.39,IP Address,14,106,FALSE,44950.39,R_3Ny2yb0JRqmu1Pz,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93601
44950.39,44950.41,IP Address,100,2223,TRUE,44950.41,R_3exDJZolPbDcUsz,anonymous,EN,Yes,Available funding,Future habtat condition due to the effects of human landscape modification/development/resource extraction,Future habitat condition due to the effects of climate change,Future viability of target species (will our effort be worthwhile or is it destined to fail),With the potential for catastrophic habitat effects of anthropogenic influences will any of this matter.,5,Which of the available parcels of private land to purchase.,My organization is a land trust with a goal of conserving biodiversity through fee simple acquistion of private land.,Yes,Yes,We use an in-house evaluation tool that ranks potential conservation lands by several criteria using publicly available data,3,Always,Sometimes,Most of the time,Sometimes,About half the time,Sometimes,Most of the time,Sometimes,Sometimes,About half the time,Always,Sometimes,Always,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,"Long-term funding commitments. Immediate, meaningful action on climate change","Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,3 - 5 years,Yes,Masters of Science in Environmental Studies. Juris Doctor specialized in Environmental Law,British Columbia,,,30348
44936.35,44936.48,IP Address,14,11301,FALSE,44950.48,R_3PSGa2PrBzls3hs,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31343
44950.54,44950.55,IP Address,100,665,TRUE,44950.55,R_0B7lVLZOH3bsloJ,anonymous,EN,Yes,Lack of population estimates generated by formal survey efforts for Saskatchewan's elk herds based,Lack of an understanding of the magnitude and scope of habitat change in Saskatchewan.,political decisions that override science-based recommendations.,unknowns related to the impact of a changing climate on wildlife ecology,,4,How many licensed harvest opportunities to recommend annually for elk.,"The Wildlife Act (1998) for Saskatchewan, Saskatchewan's Game Management Plan, Game Allocation Framework and accompanying Species Management Plans",Yes,Yes,Adaptive Management threshold table designed by internal ecologists,3,Sometimes,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,About half the time,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,more funding for ecological science,Canadian provincial or territorial government agency,,5 - 10 years,No,,Saskatchewan,,,16946
44936.45,44936.6,IP Address,14,12884,FALSE,44950.6,R_a4YcU7AE8TwnJ9T,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48721
44936.6,44936.62,IP Address,41,1921,FALSE,44950.62,R_3Rl5upPl6pTBcyU,anonymous,EN,Yes,Constantly changing political landscape and priorities. What's important one month may not be the next. Funding tend to follow priority,Funding. Available funds fluctuate dramatically making long term projects challenging. See #1.,Conflicting science or opinions from researchers.,"Conflicting needs for species specific actions. One species might needs tall grass, another species might need short grass",,4,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45038
44936.68,44936.68,IP Address,14,38,FALSE,44950.68,R_1dHyKgAsdFSdb2k,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57615
44950.91,44950.93,IP Address,100,1932,TRUE,44950.93,R_4VK5rEJJwkylGXn,anonymous,EN,Yes,Data deficiency - difficulty of obtaining and maintaining sufficient records to make informed decisions for managing all species of conservation concern in jurisdiction,"political and social support for conservation measures - accounting for implications of conservation plans on human environment, and support for those plans to ensure implementation and success",Uncertainty related to effectiveness of decisions - need for follow up (though depending on the species/ conservation action - outcomes may not be clear for a long time. Long-term planning to follow up is required. Staff turnover is a potential issue.,"Changing conditions - extreme climate events, shifting species ranges, invasive species, disease - all make planning uncertain",,4,"types of baseline surveys required for development planning, feedback on mitigation measures proposed, prioritizing species for data collection, developing species-specific and regional policies for conservation,","Provincial wildlife act and regulations, federal species at risk act, migratory birds conservation act. Mandate to gather, interpret, distribute data related to wild species AND to ensure a resilient environment that also benefits the residents of the province.",Yes,Yes,"Invasive species framework, issue-specific communication plans, various management plans/guidelines/protocols",2,Most of the time,Sometimes,Always,Most of the time,Always,Most of the time,Always,Most of the time,About half the time,Sometimes,Most of the time,Most of the time,Always,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"funding (including staffing) for data collection, follow-up on decisions, increased collaboration within and among government and stakeholders & rights holders",Canadian provincial or territorial government agency,,1 - 2 years,No,,Saskatchewan,,,28165
44937.3,44937.3,IP Address,14,88,FALSE,44951.31,R_2Cl8VD1pGovodV5,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57635
44937.31,44937.31,IP Address,14,36,FALSE,44951.31,R_88KIMttuWU8RjZn,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20789
44937.34,44937.34,IP Address,14,193,FALSE,44951.34,R_2e38Az7F7seOMe3,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54142
44937.34,44937.35,IP Address,14,227,FALSE,44951.35,R_122L1GWsbWOtjZP,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14415
