StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Ethics,Source1,Source2,Source3,Source4,Source5,Q1_1,Q1_1_TEXT,Q1_2,Q1_2_TEXT,Q1_3,Q1_3_TEXT,Q1_4,Q1_4_TEXT,Q1_5,Q1_5_TEXT,Q2,Q3,Q3B,Q3C,Q3D,Q4,Q5_1,Q5_2,Q7_1,Q7_2,Q7_3,Q7_4,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q9,Q10,Q10_7_TEXT,Q11,Q31,Q32,Q12,Q12_14_TEXT,Q13,Unique ID
44946.81588,44946.81736,IP Address,18,127,False,44960.81739,R_4VlW3luwaj9kKbf,anonymous,EN,Yes,Policies,Science,Data,Thresholds,na,1,Policies,3,Data,2,Science,4,Thresholds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99694
44946.45074,44947.02057,IP Address,14,49233,False,44961.0206,R_25Y4i2eIxExZl5Z,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31211
44947.70684,44947.70744,IP Address,14,52,False,44961.70747,R_A5PdL1Ysc2LIUhP,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53966
44947.76701,44947.76796,IP Address,14,82,False,44961.76804,R_3Ol7CDsiHtWVqaW,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23634
44962.72536,44962.7414,IP Address,100,1385,True,44962.74142,R_2v6xbi48LnLkvBC,anonymous,EN,Yes,"Lack of appropriate prediction methods for impact prediction of proposed development projects in EIA, e.g., about the effect of a new road on wildlife populations in the area. ","Lack of knowledge about the thresholds in population persistence in response to road density (EEA & FOEN 2011: Landscape Fragmentation in Europe, pages 12-15 and 58-60). ",Lack of knowledge of the response times of wildlife populations to the construction of new roads. ,na,na,1,"Lack of appropriate prediction methods for impact prediction of proposed development projects in EIA, e.g., about the effect of a new road on wildlife populations in the area. ",2,"Lack of knowledge about the thresholds in population persistence in response to road density (EEA & FOEN 2011: Landscape Fragmentation in Europe, pages 12-15 and 58-60). ",3,Lack of knowledge of the response times of wildlife populations to the construction of new roads. ,,,,,"road mitigation measures (as a researcher, not as a practitioner), and we have done some research about the role of uncertainties in EIA (e.g., Lees et al. 2016: Analysis of uncertainty consideration in environmental assessment: An empirical study of Canadian EA practice. Journal of Environmental Planning and Management 59(11): 2024-2044.).  ","not applicable to me; but we have done research about legislation for uncertainty consideration in EIA, e.g., Pavlyuk et al. (2017): Fragmentary provisions for uncertainty disclosure and consideration in EA legislation, regulations and guidelines and the need for improvement. Environmental Impact Assessment Review 66: 14-23. ",No,,,1,,,,,,,Always,Always,Most of the time,Most of the time,Most of the time,About half the time,Sometimes,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Higher quality of basing decisions on evidence. ,Other,University ,over 10 years,No,,Quebec,,"How to better address uncertainties is a very important question! 
We have published a few papers about this question in the context of EIA: 

Pavlyuk et al. (2017): Fragmentary provisions for uncertainty disclosure and consideration in EA legislation, regulations and guidelines and the need for improvement. EIA Review 66: 14-23. 

Lees et al. (2016): Analysis of uncertainty consideration in environmental assessment: An empirical study of Canadian EA practice. J. Envir. Planning and Management 59(11): 2024-2044. 

Leung et al. (2016): Disparate perceptions about uncertainty consideration and disclosure practices in environmental assessment and opportunities for improvement. EIA Review 57: 89-100. 

Leung et al. (2015): A review of uncertainty research in impact assessment. EIA Review 50: 116-123.

Aksamit et al. (2020): Sources of uncertainties in environmental assessment: Lessons about uncertainty disclosure and communication from an oil sands extraction project in Northern Alberta. J. Envir. Planning and Management 63(2): 317-334. 

Jaeger, J.A.G., Noble, B.f. (subm.): Uncertainties in Impact Assessment. In: Noble, B., Fischer, T. (eds): Encyclopedia of Impact Assessment. Forthcoming. 

",27352
44949.32725,44949.32846,IP Address,14,105,False,44963.32852,R_2ctFXmYCTBxdMWM,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40510
44949.32983,44949.35781,IP Address,41,2418,False,44963.35787,R_2scZxWoUJEE0kIZ,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76641
44949.43475,44949.43624,IP Address,14,128,False,44963.43626,R_2A0XUCzSY6SIG0C,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59871
44949.463,44949.4644,IP Address,14,121,False,44963.46463,R_3Ra4JHjrZ7xfr15,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57218
44949.46448,44949.46818,IP Address,91,320,False,44963.46825,R_2cdrmnEc50AqzfE,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,2,,,,,,,Always,Always,Always,Always,Always,Always,Always,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Canadian provincial or territorial government agency,,3 - 5 years,No,,Alberta,,,36964
44964.43618,44964.45008,IP Address,100,1200,True,44964.45009,R_30eNdgPxZrXjP8V,anonymous,EN,Yes,"The biological benefits (biodiversity, carbon sequestration) of conserving areas that are not well studied",The willingness of conservation partners to conserve areas permanently,The future state of biodiversity and habitats in current protected areas,The permanence of current funding mechanisms at the federal level,Political climate,1,"The biological benefits (biodiversity, carbon sequestration) of conserving areas that are not well studied",2,The willingness of conservation partners to conserve areas permanently,3,The future state of biodiversity and habitats in current protected areas,4,The permanence of current funding mechanisms at the federal level,5,Political climate,"Which area should receive federal funding for the creation of a protected area, how to support Indigenous-led conservation with our current federal conservation tools, and where to place protected areas to maximize biodiversity benefits.","The Canada Wildlife Act, mostly. For Indigenous partnerships, the We Rise Together report created by ICE. And funding programs such as Nature Legacy, Enhanced Nature Legacy, and most recently Project Financing for Permanence.",Yes,Yes,We call it the Decision Support Tool (haha). It is on the conservation2020canada website.,2,Always,Always,About half the time,Always,Always,About half the time,Most of the time,About half the time,Never,Sometimes,Most of the time,Most of the time,Most of the time,Agree,Agree,Strongly disagree,Disagree,Strongly agree,Agree,Agree,"More knowledge-sharing platforms or tools such as KBAs to assess characteristics related to the natural environment. And politically, more campaigns to explain why we should care about conservation even in contexts where there are lucrative alternatives to conservation (as is always the case).",Canadian federal government agency,,1 - 2 years,No,,"Ontario,Quebec,Northwest Territories,Nunavut,Yukon",,Thanks for looking into this! Please share your study with us down the line.,72074
44950.46831,44950.46947,IP Address,5,99,False,44964.46954,R_2VISAkLTSKR8iKo,anonymous,EN,,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44951.40356,44951.40468,IP Address,14,95,False,44965.40472,R_4TLQnVvUBLkYWZj,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61638
44951.40789,44951.40831,IP Address,14,35,False,44965.40833,R_4SktxiVvR4gDOff,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96364
44951.51345,44951.51757,IP Address,45,355,False,44965.51759,R_3HnvNlbaF32PfRV,anonymous,EN,Yes,"lack of specific, area based knowledge",complexity of nature - interactions and unintended consequences,Insufiecient effort put into collecting required data - ruled by budgets rather than quality data needs,na,na,1,"lack of specific, area based knowledge",2,complexity of nature - interactions and unintended consequences,3,Insufiecient effort put into collecting required data - ruled by budgets rather than quality data needs,,,,,mitigation methods; identification of sensitive areas; inference of presence of sensitive species.,Fisheries Act       Species at Risk Act    Precautionary principle,No,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56033
44965.64593,44965.66316,IP Address,100,1489,True,44965.66318,R_pcM7stPtfgUDvDb,anonymous,EN,Yes,Lack of information / data,Disagreement among experts,na,na,na,1,Lack of information / data,2,Disagreement among experts,,,,,,,"Whether to recommend funding a particular conservation action.
Which conservation actions to recommend further to a budget constraint.
",Maximize biodiversity benefits per dollar of available funding. Federal government commitments (like 30% by 2030). Federal legislation like the Species at Risk Act.,No,,,3,Most of the time,Sometimes,Sometimes,Sometimes,About half the time,Sometimes,Most of the time,Never,Sometimes,About half the time,About half the time,About half the time,Sometimes,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,More data/information and evidence. More confidence that senior decision makers consider and take into account available data and evidence before deciding.,Canadian federal government agency,,5 - 10 years,Yes,Statistics courses and a course called analytic frameworks for policy. ,Ontario,,It would be very useful if all stakeholders saw uncertainty as something to be reduced and collaborated to reduce it.,62807
44951.67204,44951.6739,IP Address,55,161,False,44965.67395,R_3MaFaF6HIuQ4ZdZ,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85489
44951.71368,44951.71558,IP Address,14,164,False,44965.71565,R_2E6NRQEnRtcRav3,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78031
44953.60149,44953.60457,IP Address,14,266,False,44967.60461,R_1AIi1Gc7cpf31y9,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99859
44953.60249,44953.60509,IP Address,18,224,False,44967.60516,R_1nW6cwNz2RUrQn7,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39869
44967.69781,44967.70949,IP Address,100,1008,True,44967.70951,R_3fH0LMbOtV3wE8p,anonymous,EN,Yes,Uncertainty in how to implement those actions in a socio-economic context,Uncertainty in the threats that are most strongly affecting the conservation status of a species,Uncertainty in the most effective conservation actions to address those threats,"Uncertainty in the conservation status of a species (e.g., population trend, distribution, abundance)",na,4,"Uncertainty in the conservation status of a species (e.g., population trend, distribution, abundance)",2,Uncertainty in the threats that are most strongly affecting the conservation status of a species,3,Uncertainty in the most effective conservation actions to address those threats,1,Uncertainty in how to implement those actions in a socio-economic context,,,"Species status assessment (which are the species of greatest conservation concern), and species threats assessment, when then leads to: ""What conservation actions should we be recommending to address the threats to those species?""",Migratory Bird Convention Act; Species at Risk Act; Convention on Biological Diversity,Yes,,Rank calculators and IUCN Red List classification criteria and threats assessments,3,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,About half the time,About half the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Decision support tools that allow one to make decisions while recognizing there is always uncertainty in the likely outcome. ,Canadian federal government agency,,over 10 years,Yes,PhD in Biology,Ontario,,"I note that your definition of uncertainty is not one that I would have chosen. You define uncertainty as not enough information to make a decision, but one can always make a decision even with no information -- and often one has to. For example, in COSEWIC, a precautionary principle may result in listing a species as at-risk, even if there is considerable uncertainty about its status. A better definition (and the one I really considered) relates to the level of risk to which the decision may have been the wrong one (high uncertainty = low confidence the action being taken is the most approriate). In conservation there is always uncertainty - but it could be high or low. ",70726
44954.59858,44954.60193,IP Address,18,289,False,44968.602,R_2YGjZnuKFOPmd0E,anonymous,EN,Yes,,na,na,na,na,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52052
44956.28907,44956.29031,IP Address,18,107,False,44970.29034,R_10U9sGnefE5kWdw,anonymous,EN,Yes,Weather and climate impacts on outcome of conservation action,Social and political acceptance of conservation action,Funding sources and sustainability of conservation actions,Accessibility to resources to conduct conservation action,na,1,Weather and climate impacts on outcome of conservation action,2,Social and political acceptance of conservation action,3,Funding sources and sustainability of conservation actions,4,Accessibility to resources to conduct conservation action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78625
44958.31309,44958.32503,IP Address,55,1031,False,44972.32506,R_2OHDr7DkXN9IqT4,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19043
44959.62487,44959.62677,IP Address,5,164,False,44973.62679,R_1LaFBtDkx85VdLz,anonymous,EN,,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44959.72539,44959.72547,IP Address,5,7,False,44973.7255,R_2ruuQKytAgUQJJV,anonymous,EN,,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44974.45616,44974.46579,IP Address,100,832,True,44974.4658,R_3L7LWE9hzThU2Bi,anonymous,EN,Yes,Policy- the lack of adequate government policy leaves a gap in responsibility. It is unclear who's reponsibility it is to ensure the correct steps are taken,"Research- lack of data and modelling to forecast outcomes, leaves decision making a blind process",Funding- in consistent funding does not allow for mulit-year projects,Lack of communication between government agencies- issues such as permitting arise when protocols do not follow the legal requirements of other agencies,na,1,Policy- the lack of adequate government policy leaves a gap in responsibility. It is unclear who's reponsibility it is to ensure the correct steps are taken,2,"Research- lack of data and modelling to forecast outcomes, leaves decision making a blind process",3,Funding- in consistent funding does not allow for mulit-year projects,4,Lack of communication between government agencies- issues such as permitting arise when protocols do not follow the legal requirements of other agencies,,,"Determining threat of a species, policy required to modify human behaviour, what areas to restore, what areas to protect","Weed Control Act, Invasive Species Strategy of BC",No,,,2,Most of the time,Most of the time,Sometimes,Sometimes,About half the time,Sometimes,Sometimes,About half the time,Never,Sometimes,Most of the time,About half the time,Most of the time,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly agree,If government would provide the necessary research and policy,"Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,3 - 5 years,No,,British Columbia,,,65018
44963.46053,44963.46098,IP Address,14,39,False,44977.46145,R_zdUkZLUhlwg3BGp,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62462
44964.35537,44964.35586,IP Address,14,42,False,44978.3559,R_3fZC20yhPedEXgK,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96818
44964.44848,44964.44895,IP Address,14,39,False,44978.44902,R_3gNI1qR2iRphFMo,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59057
44964.53329,44964.5336,IP Address,9,27,False,44978.53365,R_2CD2fs8HcaTsqPl,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44965.88829,44965.88878,IP Address,14,43,False,44979.8888,R_10CNekGZVpWQM8B,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89666
44971.30726,44971.30861,IP Address,0,117,False,44985.30864,R_11ayhoy68bgEGWD,anonymous,EN,,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44964.70079,44972.34823,IP Address,14,660739,False,44986.34827,R_3EuIu9dOhj83EtR,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12692
44988.54781,44988.5595,IP Address,100,1009,True,44988.55952,R_oY5EVzlDYL5bMxH,anonymous,EN,Yes,Community attitudes towards conservation/Land access for surveys,Accuracy and precision of information on SAR occurrences and their habitat,na,na,na,1,Community attitudes towards conservation/Land access for surveys,2,Accuracy and precision of information on SAR occurrences and their habitat,,,,,,,"Where are Species at Risk likely to occur
Who to approach on the land for surveying
How to increase community knowledge and engagement in SAR
How to create/encourage positivity about SAR and conservation","SARA, Migratory Bird Act, COSEWIC listings and Provincially tracked Species",Yes,Yes,"ArcGIS and satellite imagery, Probability and suitability maps from federal sources",4,Most of the time,About half the time,Always,Always,Always,Always,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,About half the time,Always,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,"Federal policies to prioritize native grasslands, and not allow further loss on a large scale (eg make it more economical for a land title holder to keep native grasslands intact than to plow them under.","Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,5 - 10 years,No,,Saskatchewan,,,23409
44974.5689,44974.56966,IP Address,14,65,False,44988.58087,R_2DY0mAI9fHWrmfl,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86855
44977.39205,44977.39341,IP Address,45,117,False,44991.40138,R_31yhHPNUktMo8wL,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22661
44978.76284,44978.77046,IP Address,55,658,False,44992.77055,R_sNKTyVcrHurPevL,anonymous,EN,Yes,Ontario government,local governments,private habitat destruction wonks,climate change,na,1,Ontario government,2,local governments,3,private habitat destruction wonks,4,climate change,,,"as unemployables, we don't get to decide what we'll influence, but just what we're asked to help with. The main things we've done is helping to fend off habitat destruction projects after we've been asked to help.",ecocentrism,No,,,,Always,Most of the time,Sometimes,Sometimes,Most of the time,Never,,,,,,,,,,,,,,,,,,,,,,,,13299
44980.4111,44980.41153,IP Address,14,37,False,44994.42426,R_BKDPsnaDPwmKXTj,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35347
44994.46167,44994.48311,IP Address,100,1853,True,44994.48314,R_2zprKCl6BOQUtJ7,anonymous,EN,Yes,"Regulation performance. Implementing a fisheries management action (e.g., change to size limit, quota, season, etc.) and whether there is a measurable effect.","Angler behaviour. Often times, behaviour and social dynamics are not prioritized in fisheries management. They can be major unknowns.","Complex food web interactions, particularly at lower trophic levels, and the associated changes within ecological communities. Especially as it related to introductions of unwanted species (e.g., AIS)","Fisheries models. There is a huge reliance on models for managing fisheries but they are not without significant assumptions, limitations, unknowns, uncertainties, etc.",Climate change and the associated impacts on fisheries.,1,"Regulation performance. Implementing a fisheries management action (e.g., change to size limit, quota, season, etc.) and whether there is a measurable effect.",2,"Angler behaviour. Often times, behaviour and social dynamics are not prioritized in fisheries management. They can be major unknowns.",3,"Complex food web interactions, particularly at lower trophic levels, and the associated changes within ecological communities. Especially as it related to introductions of unwanted species (e.g., AIS)",4,"Fisheries models. There is a huge reliance on models for managing fisheries but they are not without significant assumptions, limitations, unknowns, uncertainties, etc.",5,Climate change and the associated impacts on fisheries.,"I wouldn't be directly involved in the management action, however, my role does include the policy development that leads to management actions such as fishing regulation changes, provincial policies around the harvest, use and movement of bait, fish and fish habitat management and protection, etc.","Fisheries Act, Ontario Fishery Regulations, Fish and Wildlife Conservation Act (in a nutshell). There are others, but those are the primary ones.",No,,,4,Always,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,About half the time,Never,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,More data. More evidence. Better policies.,"Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,5 - 10 years,No,,Ontario,,"These questions were challenging. They were somewhat vague and it was difficult seeing how they applied to my specific work situation and experiences. Maybe further descriptions, elaboration, scenarios, etc., could help respondents and their understanding about what the questions are specifically getting at.",27967
44995.26425,44995.27222,IP Address,100,689,True,44995.27225,R_2dYfRYclOYVFBPy,anonymous,EN,Yes,Political Interference with Legislation/Regulations,Municipal Interference with administering the Legislation/Regulations,Private landowners undertaking works that go against the Legislation/Regulations,Lack of interest by the general public ,job certainity,1,Political Interference with Legislation/Regulations,2,Municipal Interference with administering the Legislation/Regulations,3,Private landowners undertaking works that go against the Legislation/Regulations,4,Lack of interest by the general public ,5,job certainity,"Permit conditions imposed on projects near waterbodies and wetlands.
Protecting wetlands from development activities
",Conservation Authorities Act - Ontario Regulation 163/06,Yes,Yes,Regulation Policy Document and several other documents endorsed by Conservation Ontario,4,About half the time,Never,Sometimes,Sometimes,About half the time,Sometimes,Always,Always,About half the time,About half the time,Always,Always,Always,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,"Better leadership/accountability at local, municipal, provincial and federal levels",Conservation authority,,5 - 10 years,Yes,"Provincial Offences Officer Training and training on how to implement/understand environmental legislation, M. Sc. in Applied Bioscience, various environmental monitoring certificates",Ontario,,"Both the provincial and federal governments need to step up and take more accountability for their actions related to the environment. Conservation Authorities have been hit hard in the recent years and they are an important agency in Ontario. Without the Conservation Authorities implementing their legislation, more and more people are going to be seeing their properties flood and insurance claims will see even higher increases. ",28368
44995.27087,44995.2763,IP Address,100,469,True,44995.27631,R_1gHhZgXGJWSQDZp,anonymous,EN,Yes,Funding availability,Climate Change,Conflicting research on best practices,na,na,1,Funding availability,2,Climate Change,3,Conflicting research on best practices,,,,,types of species to plant ,,No,,,2,About half the time,Most of the time,Most of the time,Sometimes,About half the time,Sometimes,About half the time,About half the time,About half the time,About half the time,Always,About half the time,Most of the time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Agree,Longer term legislation and funding,Conservation authority,,1 - 2 years,No,,Ontario,,,16617
44995.27722,44995.28613,IP Address,100,770,True,44995.28615,R_6rkiw0fOp4ihcch,anonymous,EN,Yes,Lack of background data to inform risks with decision making. ,Questionable data and conclusions from consulting biologists/ecologists. ,Lack of long term monitoring data to understand how previous decisions have achieved (or not) their intended outcomes. ,na,na,1,Lack of background data to inform risks with decision making. ,2,Questionable data and conclusions from consulting biologists/ecologists. ,3,Lack of long term monitoring data to understand how previous decisions have achieved (or not) their intended outcomes. ,,,,,"Determination of adequate site characterization, impact assessment, mitigation measures, enhancement/restoration potential. ","Reg. 155/06, Conservation Authorities Act, NPCA Policies and Guidelines.",No,,,4,Most of the time,About half the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Never,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Strongly disagree,More accessible and robust background data and implementation monitoring. ,Conservation authority,,3 - 5 years,No,,Ontario,,,23912
44995.30039,44995.3108,IP Address,100,898,True,44995.31081,R_1dK6XI6UN7E7pql,anonymous,EN,Yes,Political Decision Making,Trust (i.e. scope of project is not fully divulged when seeking approvals),Longevity (i.e. ownership changes happening prior to naturalization project being completed),na,na,1,Political Decision Making,2,Trust (i.e. scope of project is not fully divulged when seeking approvals),3,Longevity (i.e. ownership changes happening prior to naturalization project being completed),,,,,"My focus is related to reviewing and providing professional opinion on development projects in or near environmentally sensitive area. Particularly around features that have natural hazards such as flooding, wetlands, slope issues.","Planning Act, Conservation Authorities Act, Clean Waters Act, Aggregate Resources Act, Provinicial Policy Statement, Municipal Official Plans, Zoning By-laws",Yes,Yes,"Significant work has been established in mapping related to natural hazards, natural heritage etc. GIS being the most important and robust tool to provide a starting point to aid in decision making process",3,Always,Most of the time,Most of the time,About half the time,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,About half the time,Most of the time,Always,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Governmental Policy stability,Conservation authority,,5 - 10 years,Yes,"Degree in Environmental Studies, wetland training courses",Ontario,,,66832
44995.30815,44995.32081,IP Address,100,1094,True,44995.32082,R_8rdsjjFhmZ4F2pj,anonymous,EN,Yes,Legislation (eg. Bill 23),Political pressures,social pressures,financial resources,na,1,Legislation (eg. Bill 23),2,Political pressures,3,social pressures,4,financial resources,,,"mitigation methods, educating the public on best management practices",Conservation Authorities Act,No,,,2,Always,Most of the time,About half the time,About half the time,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Always,Most of the time,Most of the time,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Strongly agree,less corrupt government officials,Conservation authority,,5 - 10 years,Yes,"environmental sciences degree, specializing in biology. All boils down to the precautionary principle: if you don't have enough information about something, decisions should still be made to prevent potentially negative outcomes",Ontario,,It's a shame that decisions made at the Provincial level can undo a lot of progress that  Municipalities and Conservation Authorities have made together,64725
44995.28524,44995.33859,IP Address,100,4608,True,44995.3386,R_2anwvNdmELwPzul,anonymous,EN,Yes,Provincial government direction,policy interpretation by multiple agencies,Lack of scientific case studies (restoration),natural process change due to climate change,na,1,Provincial government direction,2,policy interpretation by multiple agencies,3,Lack of scientific case studies (restoration),4,natural process change due to climate change,,,approval of and mitigation of development activities at a watershed level,"PPS, CA Act, Species at Risk Act, Federal Fisheries Act, Migratory Bird Convention Act, want to balance the need for development with maintaining and protecting natural features. Avoidance of natural hazards and reduce sedimentation. ",Yes,,Internal guidance documents,1,Most of the time,About half the time,Sometimes,About half the time,About half the time,Never,Sometimes,Never,Sometimes,Sometimes,Always,About half the time,Most of the time,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly agree,Agree,Agree,Better policy and more cooperation between different levels of government to set out clear direction/goals that look at long term sustainability,Conservation authority,,Less than 1 year,No,,Ontario,,,59343
44995.33938,44995.34549,IP Address,100,527,True,44995.3455,R_2UfLjDUM24LuVM2,anonymous,EN,Yes,na,na,unreliable information ,missing information ,ambiguity ,5,ambiguity ,4,missing information ,3,unreliable information ,,,,,"Drinking water protection, policy evaluation of effectiveness, policy development, implementation","Clean Water Act, 2006, protection of municipal drinking water",Yes,Yes,"Guidance, Directors Technical Rules, Committees and Boards",3,Always,Always,About half the time,About half the time,About half the time,About half the time,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,"more support from Provincial government, more staffing support, less scrutiny with program delivery and funding allocations",Conservation authority,,5 - 10 years,No,,Ontario,,,95440
44995.42032,44995.43242,IP Address,100,1044,True,44995.43244,R_3kGT9zPKMZTwAHL,anonymous,EN,Yes,lack of current site specific data,requirements of long term management support,implementation costs,impacts of climate change,impacts/interactions with invasive species,1,lack of current site specific data,2,requirements of long term management support,3,implementation costs,4,impacts of climate change,5,impacts/interactions with invasive species,appropriate mitigation techniques for site specific natural heritage features in relation to site specific development activity. ,"Conservation Authorities Act, watershed health and biodiversity",Yes,No,,4,Always,Most of the time,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,About half the time,About half the time,About half the time,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,better integration and coordination of involvement,Conservation authority,,over 10 years,Yes,"project development and implementation, risk management matrix, ",Ontario,,,68035
